account_id,date,value
4960,2018-11-17,1
38205,2018-11-17,2
36949,2018-11-17,2
6435,2018-11-17,2
37550,2018-11-17,3
26738,2018-11-17,1
78012,2018-11-17,4
71302,2018-11-17,2
16318,2018-11-17,5
37606,2018-11-17,2
14875,2018-11-17,1
5525,2018-11-16,3
33994,2018-11-16,1
4776,2018-11-16,7
697,2018-11-16,12
17323,2018-11-16,4
14875,2018-11-16,5
43371,2018-11-16,13
48846,2018-11-16,6
37591,2018-11-16,2
14390,2018-11-16,16
8137,2018-11-16,3
50394,2018-11-16,1
37550,2018-11-16,3
51504,2018-11-16,1
2185,2018-11-16,1
4111,2018-11-16,16
39621,2018-11-16,2
70208,2018-11-16,6
15808,2018-11-16,1
69580,2018-11-16,4
16914,2018-11-16,9
12782,2018-11-16,11
44482,2018-11-16,1
11759,2018-11-16,2
59815,2018-11-16,3
74021,2018-11-16,13
14435,2018-11-16,2
4380,2018-11-16,6
14496,2018-11-16,2
7571,2018-11-16,4
69854,2018-11-16,7
37132,2018-11-16,2
43685,2018-11-16,4
37606,2018-11-16,1
12133,2018-11-16,3
5991,2018-11-16,2
22926,2018-11-16,4
71302,2018-11-16,6
74380,2018-11-16,1
12965,2018-11-16,3
21828,2018-11-16,1
36918,2018-11-16,2
36270,2018-11-16,3
6435,2018-11-16,2
69861,2018-11-16,6
36461,2018-11-16,3
4220,2018-11-16,1
38485,2018-11-16,5
51935,2018-11-16,4
50132,2018-11-16,5
47309,2018-11-16,7
4893,2018-11-16,5
1698,2018-11-16,1
77827,2018-11-16,10
72970,2018-11-16,1
75589,2018-11-16,5
77009,2018-11-16,1
32584,2018-11-16,6
1088,2018-11-16,3
3250,2018-11-16,24
17306,2018-11-16,2
36897,2018-11-16,2
75326,2018-11-16,3
39822,2018-11-16,1
11840,2018-11-16,3
10928,2018-11-16,4
36923,2018-11-16,4
38676,2018-11-16,1
69889,2018-11-16,2
4285,2018-11-16,2
36949,2018-11-16,1
36164,2018-11-16,4
14537,2018-11-16,2
16318,2018-11-16,1
36931,2018-11-16,11
24380,2018-11-16,1
4218,2018-11-16,2
45574,2018-11-16,1
36066,2018-11-16,1
1804,2018-11-16,1
35998,2018-11-16,4
49177,2018-11-16,1
19035,2018-11-16,2
53005,2018-11-16,3
2583,2018-11-16,2
26738,2018-11-16,3
3537,2018-11-16,4
12121,2018-11-16,2
9981,2018-11-16,6
48299,2018-11-16,5
4663,2018-11-16,1
70657,2018-11-16,1
2573,2018-11-16,1
11944,2018-11-16,3
38205,2018-11-16,1
1542,2018-11-16,3
10345,2018-11-16,6
76627,2018-11-16,1
35476,2018-11-16,1
35949,2018-11-16,1
71002,2018-11-16,3
43622,2018-11-16,2
52971,2018-11-16,1
4549,2018-11-16,18
68462,2018-11-16,5
12062,2018-11-16,2
42474,2018-11-16,5
47440,2018-11-16,1
45530,2018-11-16,1
35753,2018-11-16,1
74331,2018-11-16,1
37550,2018-11-15,12
1698,2018-11-15,2
12121,2018-11-15,1
50132,2018-11-15,8
66661,2018-11-15,3
75589,2018-11-15,7
36164,2018-11-15,4
45530,2018-11-15,1
36949,2018-11-15,3
8137,2018-11-15,1
70208,2018-11-15,9
50394,2018-11-15,1
16914,2018-11-15,8
51504,2018-11-15,1
69019,2018-11-15,2
71302,2018-11-15,1
74380,2018-11-15,6
14390,2018-11-15,5
697,2018-11-15,9
48846,2018-11-15,11
15808,2018-11-15,1
7571,2018-11-15,4
10345,2018-11-15,8
42474,2018-11-15,4
38485,2018-11-15,6
4663,2018-11-15,3
10928,2018-11-15,1
69859,2018-11-15,5
24380,2018-11-15,1
22926,2018-11-15,1
11759,2018-11-15,5
3250,2018-11-15,6
5991,2018-11-15,1
3537,2018-11-15,4
12782,2018-11-15,3
2573,2018-11-15,4
69799,2018-11-15,2
33994,2018-11-15,4
4111,2018-11-15,3
14306,2018-11-15,2
69861,2018-11-15,7
59815,2018-11-15,2
12133,2018-11-15,1
72214,2018-11-15,1
75556,2018-11-15,1
43371,2018-11-15,5
72970,2018-11-15,2
76221,2018-11-15,1
76627,2018-11-15,1
69854,2018-11-15,3
38676,2018-11-15,2
2185,2018-11-15,1
4893,2018-11-15,1
43685,2018-11-15,4
36923,2018-11-15,1
36897,2018-11-15,1
4380,2018-11-15,1
39621,2018-11-15,2
36270,2018-11-15,5
4776,2018-11-15,6
35998,2018-11-15,2
75326,2018-11-15,12
6435,2018-11-15,1
45574,2018-11-15,5
17306,2018-11-15,1
14435,2018-11-15,2
32584,2018-11-15,7
26738,2018-11-15,3
75045,2018-11-15,8
13083,2018-11-15,2
44482,2018-11-15,1
39822,2018-11-15,2
13170,2018-11-15,2
69580,2018-11-15,1
75558,2018-11-15,3
77827,2018-11-15,1
74021,2018-11-15,6
36918,2018-11-15,7
68462,2018-11-15,3
5525,2018-11-15,5
4422,2018-11-15,2
1542,2018-11-15,4
47309,2018-11-15,3
5468,2018-11-15,1
71639,2018-11-15,1
51935,2018-11-15,1
42675,2018-11-15,1
36001,2018-11-15,1
9981,2018-11-15,1
36931,2018-11-15,4
11944,2018-11-15,1
2583,2018-11-15,2
4549,2018-11-15,3
4285,2018-11-15,2
36094,2018-11-15,2
7900,2018-11-15,1
12965,2018-11-15,1
4220,2018-11-15,1
59366,2018-11-15,1
38205,2018-11-15,2
36512,2018-11-15,1
75301,2018-11-14,1
37591,2018-11-14,3
68462,2018-11-14,4
38485,2018-11-14,4
14390,2018-11-14,8
35476,2018-11-14,1
26738,2018-11-14,3
10345,2018-11-14,10
47309,2018-11-14,13
66661,2018-11-14,10
5468,2018-11-14,1
50394,2018-11-14,1
51504,2018-11-14,3
74021,2018-11-14,6
48846,2018-11-14,1
33994,2018-11-14,6
13170,2018-11-14,1
17306,2018-11-14,2
2573,2018-11-14,12
22926,2018-11-14,5
7571,2018-11-14,2
16914,2018-11-14,11
36270,2018-11-14,3
77009,2018-11-14,2
48299,2018-11-14,1
43371,2018-11-14,3
69889,2018-11-14,4
75589,2018-11-14,4
76685,2018-11-14,1
14435,2018-11-14,18
2185,2018-11-14,5
8137,2018-11-14,8
12133,2018-11-14,5
10928,2018-11-14,3
43685,2018-11-14,3
3250,2018-11-14,2
36461,2018-11-14,2
69799,2018-11-14,4
11759,2018-11-14,20
37550,2018-11-14,15
59815,2018-11-14,4
70208,2018-11-14,8
70657,2018-11-14,12
72214,2018-11-14,3
69854,2018-11-14,4
12782,2018-11-14,5
36193,2018-11-14,2
36931,2018-11-14,13
51935,2018-11-14,1
36066,2018-11-14,2
32584,2018-11-14,5
36918,2018-11-14,1
42474,2018-11-14,1
75326,2018-11-14,15
39822,2018-11-14,1
4141,2018-11-14,3
71639,2018-11-14,1
44482,2018-11-14,1
75045,2018-11-14,3
1698,2018-11-14,2
5525,2018-11-14,1
36897,2018-11-14,7
36949,2018-11-14,2
77654,2018-11-14,1
5991,2018-11-14,1
11840,2018-11-14,2
3552,2018-11-14,2
69861,2018-11-14,3
11944,2018-11-14,2
36164,2018-11-14,3
4549,2018-11-14,15
4285,2018-11-14,1
69859,2018-11-14,4
3537,2018-11-14,1
4893,2018-11-14,1
75558,2018-11-14,2
36094,2018-11-14,1
38676,2018-11-14,2
71302,2018-11-14,1
4776,2018-11-14,3
49893,2018-11-14,1
35998,2018-11-14,1
9981,2018-11-14,1
1088,2018-11-14,2
39621,2018-11-14,2
12062,2018-11-14,1
43796,2018-11-14,1
76627,2018-11-14,2
15808,2018-11-14,3
77681,2018-11-14,1
4111,2018-11-14,1
38157,2018-11-14,1
697,2018-11-14,3
36946,2018-11-14,1
76679,2018-11-14,1
4422,2018-11-14,4
71344,2018-11-14,1
50132,2018-11-14,2
4220,2018-11-14,1
7571,2018-11-13,2
36789,2018-11-13,3
77009,2018-11-13,2
4776,2018-11-13,5
75556,2018-11-13,2
38485,2018-11-13,12
37550,2018-11-13,17
70208,2018-11-13,14
16914,2018-11-13,7
26738,2018-11-13,4
59815,2018-11-13,5
11944,2018-11-13,1
50394,2018-11-13,1
14390,2018-11-13,8
48846,2018-11-13,7
51504,2018-11-13,2
75589,2018-11-13,9
74021,2018-11-13,12
2185,2018-11-13,4
36946,2018-11-13,5
11840,2018-11-13,2
11759,2018-11-13,7
3552,2018-11-13,6
36923,2018-11-13,2
17306,2018-11-13,4
3250,2018-11-13,10
5991,2018-11-13,1
69889,2018-11-13,7
36164,2018-11-13,5
3537,2018-11-13,1
36270,2018-11-13,1
9981,2018-11-13,6
12062,2018-11-13,3
69854,2018-11-13,8
49177,2018-11-13,1
33994,2018-11-13,27
36949,2018-11-13,3
71302,2018-11-13,1
8137,2018-11-13,4
4285,2018-11-13,2
1804,2018-11-13,3
75326,2018-11-13,15
4143,2018-11-13,1
47309,2018-11-13,9
43371,2018-11-13,3
4220,2018-11-13,2
12782,2018-11-13,4
37132,2018-11-13,1
10345,2018-11-13,2
50132,2018-11-13,4
36897,2018-11-13,6
39621,2018-11-13,9
43531,2018-11-13,1
14435,2018-11-13,5
74012,2018-11-13,1
39863,2018-11-13,1
4549,2018-11-13,49
6435,2018-11-13,4
32584,2018-11-13,4
21828,2018-11-13,2
16578,2018-11-13,1
69649,2018-11-13,2
75558,2018-11-13,3
51935,2018-11-13,5
12133,2018-11-13,1
37591,2018-11-13,2
15808,2018-11-13,1
10928,2018-11-13,3
36461,2018-11-13,2
5468,2018-11-13,1
68462,2018-11-13,3
13170,2018-11-13,2
75301,2018-11-13,5
16318,2018-11-13,1
75045,2018-11-13,7
38205,2018-11-13,2
2583,2018-11-13,4
22926,2018-11-13,15
1088,2018-11-13,1
17323,2018-11-13,1
71639,2018-11-13,2
39822,2018-11-13,9
53417,2018-11-13,12
4663,2018-11-13,1
66661,2018-11-13,3
11151,2018-11-13,3
1542,2018-11-13,9
69019,2018-11-13,2
35998,2018-11-13,1
14875,2018-11-13,1
35753,2018-11-13,1
36931,2018-11-13,1
36066,2018-11-13,1
53005,2018-11-13,1
2677,2018-11-13,1
697,2018-11-13,2
42474,2018-11-13,1
72970,2018-11-13,1
49073,2018-11-13,1
2573,2018-11-13,2
68462,2018-11-12,3
38485,2018-11-12,4
70208,2018-11-12,8
33994,2018-11-12,10
12782,2018-11-12,8
66661,2018-11-12,7
2573,2018-11-12,3
48846,2018-11-12,8
59815,2018-11-12,5
37550,2018-11-12,12
14390,2018-11-12,11
17306,2018-11-12,1
50394,2018-11-12,1
71639,2018-11-12,6
10345,2018-11-12,9
15808,2018-11-12,1
51504,2018-11-12,2
16914,2018-11-12,9
2185,2018-11-12,2
47309,2018-11-12,10
76685,2018-11-12,1
39621,2018-11-12,6
51935,2018-11-12,2
69859,2018-11-12,3
24380,2018-11-12,3
10928,2018-11-12,4
17323,2018-11-12,2
36931,2018-11-12,2
12133,2018-11-12,1
75558,2018-11-12,5
11151,2018-11-12,4
69861,2018-11-12,3
11944,2018-11-12,1
12062,2018-11-12,2
71302,2018-11-12,5
32584,2018-11-12,10
4218,2018-11-12,2
3537,2018-11-12,4
69854,2018-11-12,6
4285,2018-11-12,2
3250,2018-11-12,6
4776,2018-11-12,6
35476,2018-11-12,2
2583,2018-11-12,4
39822,2018-11-12,7
1854,2018-11-12,1
36897,2018-11-12,4
5525,2018-11-12,5
14496,2018-11-12,1
50132,2018-11-12,6
22926,2018-11-12,3
45530,2018-11-12,2
1088,2018-11-12,1
16578,2018-11-12,2
75589,2018-11-12,4
11759,2018-11-12,12
9981,2018-11-12,2
35619,2018-11-12,1
3552,2018-11-12,4
4549,2018-11-12,14
35998,2018-11-12,1
36789,2018-11-12,2
77526,2018-11-12,2
36946,2018-11-12,1
72214,2018-11-12,1
1542,2018-11-12,5
49177,2018-11-12,2
69019,2018-11-12,2
75045,2018-11-12,1
36949,2018-11-12,2
69889,2018-11-12,3
12121,2018-11-12,1
69580,2018-11-12,1
36066,2018-11-12,1
11943,2018-11-12,1
70657,2018-11-12,2
26738,2018-11-12,2
77546,2018-11-12,1
75556,2018-11-12,1
7122,2018-11-12,1
14875,2018-11-12,4
4960,2018-11-12,1
74021,2018-11-12,1
76679,2018-11-12,3
697,2018-11-12,4
43685,2018-11-12,5
49073,2018-11-12,1
36164,2018-11-12,3
38205,2018-11-12,2
59069,2018-11-12,1
42474,2018-11-12,2
43371,2018-11-12,1
69580,2018-11-11,5
50394,2018-11-11,2
36789,2018-11-11,5
36066,2018-11-11,1
39822,2018-11-11,2
37550,2018-11-11,6
5468,2018-11-11,1
4285,2018-11-11,20
51504,2018-11-11,2
2583,2018-11-11,7
76685,2018-11-11,1
69854,2018-11-11,2
17838,2018-11-11,3
12782,2018-11-11,6
4776,2018-11-11,7
36270,2018-11-11,2
17306,2018-11-11,4
45530,2018-11-11,1
1804,2018-11-11,1
48846,2018-11-11,11
69861,2018-11-11,8
71639,2018-11-11,3
71302,2018-11-11,4
10345,2018-11-11,2
4663,2018-11-11,2
22926,2018-11-11,3
36164,2018-11-11,2
50132,2018-11-11,2
5525,2018-11-11,7
4893,2018-11-11,5
70208,2018-11-11,6
69858,2018-11-11,1
38485,2018-11-11,1
59815,2018-11-11,3
4220,2018-11-11,2
36949,2018-11-11,2
39621,2018-11-11,3
66661,2018-11-11,1
75301,2018-11-11,1
26738,2018-11-11,3
68462,2018-11-11,2
71344,2018-11-11,3
69859,2018-11-11,4
47309,2018-11-11,9
11151,2018-11-11,6
75326,2018-11-11,1
9981,2018-11-11,7
75589,2018-11-11,4
33994,2018-11-11,2
75558,2018-11-11,3
1542,2018-11-11,6
48299,2018-11-11,7
4143,2018-11-11,1
6435,2018-11-11,1
14496,2018-11-11,2
70657,2018-11-11,1
3552,2018-11-11,2
4549,2018-11-11,9
11759,2018-11-11,16
38205,2018-11-11,1
14390,2018-11-11,3
38289,2018-11-11,1
1698,2018-11-11,6
13287,2018-11-11,1
20646,2018-11-11,1
13653,2018-11-11,1
76004,2018-11-11,2
35998,2018-11-11,1
75556,2018-11-11,1
16914,2018-11-11,2
16318,2018-11-11,2
43321,2018-11-11,1
49177,2018-11-11,1
12121,2018-11-11,1
38157,2018-11-11,1
12133,2018-11-11,1
4111,2018-11-11,1
72214,2018-11-11,1
2677,2018-11-11,1
43685,2018-11-11,1
11840,2018-11-11,1
3250,2018-11-11,3
7122,2018-11-11,2
75045,2018-11-11,2
12965,2018-11-11,3
7900,2018-11-11,1
12984,2018-11-11,1
36512,2018-11-11,1
697,2018-11-11,1
17323,2018-11-11,1
52092,2018-11-11,1
36164,2018-11-10,5
2573,2018-11-10,9
4549,2018-11-10,24
43685,2018-11-10,3
22926,2018-11-10,5
4663,2018-11-10,7
50394,2018-11-10,1
51504,2018-11-10,2
11840,2018-11-10,2
10345,2018-11-10,4
11944,2018-11-10,2
59815,2018-11-10,8
77009,2018-11-10,3
4285,2018-11-10,14
36897,2018-11-10,4
3552,2018-11-10,8
69858,2018-11-10,3
1698,2018-11-10,10
53417,2018-11-10,2
36931,2018-11-10,4
70208,2018-11-10,9
16318,2018-11-10,4
36949,2018-11-10,2
53724,2018-11-10,1
48846,2018-11-10,8
71639,2018-11-10,7
47309,2018-11-10,14
26738,2018-11-10,9
4380,2018-11-10,4
4893,2018-11-10,4
2677,2018-11-10,2
69861,2018-11-10,5
17306,2018-11-10,5
75045,2018-11-10,15
14496,2018-11-10,4
71344,2018-11-10,2
4776,2018-11-10,9
36066,2018-11-10,6
36270,2018-11-10,2
71302,2018-11-10,4
3537,2018-11-10,2
19035,2018-11-10,2
39822,2018-11-10,3
11759,2018-11-10,30
17323,2018-11-10,1
35619,2018-11-10,2
32584,2018-11-10,9
69859,2018-11-10,2
1804,2018-11-10,1
75558,2018-11-10,2
13287,2018-11-10,1
35998,2018-11-10,5
49177,2018-11-10,1
13170,2018-11-10,3
36094,2018-11-10,1
50132,2018-11-10,1
14390,2018-11-10,4
39621,2018-11-10,4
69854,2018-11-10,5
72214,2018-11-10,2
16914,2018-11-10,6
36918,2018-11-10,5
5525,2018-11-10,5
16578,2018-11-10,4
51935,2018-11-10,5
12782,2018-11-10,7
70657,2018-11-10,6
49893,2018-11-10,1
69019,2018-11-10,1
33994,2018-11-10,14
72970,2018-11-10,3
14435,2018-11-10,1
76679,2018-11-10,3
38485,2018-11-10,6
2583,2018-11-10,2
11151,2018-11-10,11
46037,2018-11-10,4
77071,2018-11-10,2
9981,2018-11-10,3
74538,2018-11-10,1
11932,2018-11-10,1
15808,2018-11-10,1
37550,2018-11-10,4
74380,2018-11-10,3
12121,2018-11-10,1
75301,2018-11-10,2
36789,2018-11-10,1
12133,2018-11-10,8
4111,2018-11-10,2
24380,2018-11-10,1
53005,2018-11-10,3
1088,2018-11-10,4
10928,2018-11-10,1
697,2018-11-10,5
76221,2018-11-10,1
3250,2018-11-10,1
75589,2018-11-10,2
49073,2018-11-10,1
45574,2018-11-10,1
7900,2018-11-10,1
17838,2018-11-10,1
6435,2018-11-10,1
69580,2018-11-10,1
43371,2018-11-10,1
21828,2018-11-09,2
1804,2018-11-09,3
66661,2018-11-09,14
16578,2018-11-09,5
4380,2018-11-09,3
12782,2018-11-09,10
37550,2018-11-09,27
1088,2018-11-09,27
2677,2018-11-09,2
11944,2018-11-09,1
36164,2018-11-09,2
37591,2018-11-09,2
17306,2018-11-09,3
10345,2018-11-09,18
4776,2018-11-09,13
6435,2018-11-09,2
50394,2018-11-09,1
51504,2018-11-09,3
70208,2018-11-09,27
15808,2018-11-09,2
47309,2018-11-09,10
14390,2018-11-09,7
2573,2018-11-09,6
8137,2018-11-09,2
77071,2018-11-09,2
49177,2018-11-09,1
37606,2018-11-09,1
42474,2018-11-09,8
12133,2018-11-09,4
16914,2018-11-09,11
75045,2018-11-09,5
36949,2018-11-09,14
11840,2018-11-09,1
69859,2018-11-09,4
43685,2018-11-09,2
36946,2018-11-09,4
75301,2018-11-09,2
75589,2018-11-09,3
17323,2018-11-09,3
11759,2018-11-09,79
71302,2018-11-09,4
35998,2018-11-09,4
22926,2018-11-09,4
3250,2018-11-09,8
70657,2018-11-09,3
24380,2018-11-09,7
68462,2018-11-09,4
69858,2018-11-09,3
4285,2018-11-09,7
38485,2018-11-09,41
32584,2018-11-09,9
10928,2018-11-09,3
697,2018-11-09,10
9981,2018-11-09,5
51935,2018-11-09,2
69854,2018-11-09,3
3537,2018-11-09,1
75326,2018-11-09,19
33994,2018-11-09,30
69861,2018-11-09,5
12062,2018-11-09,17
5991,2018-11-09,3
48299,2018-11-09,2
59815,2018-11-09,2
36461,2018-11-09,2
4220,2018-11-09,1
13170,2018-11-09,2
69580,2018-11-09,6
36789,2018-11-09,3
17838,2018-11-09,4
7571,2018-11-09,1
69019,2018-11-09,5
48846,2018-11-09,3
38157,2018-11-09,1
77009,2018-11-09,2
36918,2018-11-09,3
38676,2018-11-09,1
12121,2018-11-09,1
4893,2018-11-09,4
38205,2018-11-09,2
3487,2018-11-09,1
35619,2018-11-09,1
1698,2018-11-09,2
4549,2018-11-09,52
36094,2018-11-09,1
2583,2018-11-09,2
45574,2018-11-09,4
75558,2018-11-09,1
12965,2018-11-09,1
14435,2018-11-09,37
76628,2018-11-09,1
26738,2018-11-09,3
50132,2018-11-09,9
7122,2018-11-09,4
36897,2018-11-09,2
71639,2018-11-09,2
5525,2018-11-09,1
43796,2018-11-09,1
11943,2018-11-09,1
14496,2018-11-09,1
39822,2018-11-09,7
69852,2018-11-09,1
76679,2018-11-09,1
4663,2018-11-09,1
77089,2018-11-09,1
36270,2018-11-09,3
7900,2018-11-09,1
39621,2018-11-09,2
49073,2018-11-09,1
10345,2018-11-08,10
16914,2018-11-08,12
44482,2018-11-08,4
70208,2018-11-08,25
59815,2018-11-08,3
74021,2018-11-08,11
53417,2018-11-08,2
50394,2018-11-08,1
11759,2018-11-08,18
74380,2018-11-08,1
33994,2018-11-08,18
17306,2018-11-08,9
14496,2018-11-08,4
66661,2018-11-08,22
51504,2018-11-08,3
4776,2018-11-08,28
76927,2018-11-08,1
38485,2018-11-08,16
37550,2018-11-08,26
12782,2018-11-08,7
39822,2018-11-08,7
11840,2018-11-08,2
36931,2018-11-08,5
47309,2018-11-08,11
36270,2018-11-08,2
75589,2018-11-08,13
14435,2018-11-08,10
69861,2018-11-08,6
7571,2018-11-08,1
46037,2018-11-08,2
32584,2018-11-08,3
71302,2018-11-08,13
3537,2018-11-08,6
74538,2018-11-08,1
1804,2018-11-08,5
22926,2018-11-08,4
3250,2018-11-08,26
36946,2018-11-08,14
24380,2018-11-08,24
14390,2018-11-08,8
17323,2018-11-08,2
69019,2018-11-08,8
69854,2018-11-08,5
43371,2018-11-08,4
43685,2018-11-08,1
4663,2018-11-08,5
76440,2018-11-08,3
69889,2018-11-08,3
36923,2018-11-08,1
69799,2018-11-08,1
45574,2018-11-08,5
1088,2018-11-08,3
75326,2018-11-08,15
9981,2018-11-08,3
38038,2018-11-08,1
68462,2018-11-08,5
49893,2018-11-08,1
69699,2018-11-08,1
12133,2018-11-08,7
48846,2018-11-08,9
75045,2018-11-08,3
36949,2018-11-08,7
35998,2018-11-08,5
36789,2018-11-08,1
36066,2018-11-08,4
12121,2018-11-08,1
37591,2018-11-08,1
37606,2018-11-08,2
38205,2018-11-08,2
2573,2018-11-08,8
50132,2018-11-08,2
4960,2018-11-08,1
36897,2018-11-08,2
3552,2018-11-08,3
39863,2018-11-08,1
51935,2018-11-08,1
49073,2018-11-08,2
5991,2018-11-08,1
4549,2018-11-08,5
16578,2018-11-08,8
12062,2018-11-08,6
71639,2018-11-08,4
26738,2018-11-08,4
69580,2018-11-08,1
70657,2018-11-08,2
5525,2018-11-08,2
64602,2018-11-08,2
8137,2018-11-08,3
12965,2018-11-08,2
77071,2018-11-08,2
5468,2018-11-08,2
10928,2018-11-08,2
69896,2018-11-08,1
77009,2018-11-08,4
21828,2018-11-08,1
36461,2018-11-08,1
43321,2018-11-08,1
77091,2018-11-08,1
4893,2018-11-08,1
4285,2018-11-08,3
2583,2018-11-08,2
48299,2018-11-08,1
43504,2018-11-08,1
42474,2018-11-08,1
697,2018-11-08,5
59366,2018-11-08,1
36164,2018-11-08,3
697,2018-11-07,7
4776,2018-11-07,13
69580,2018-11-07,2
47309,2018-11-07,8
2583,2018-11-07,3
66661,2018-11-07,23
50394,2018-11-07,1
33994,2018-11-07,10
51504,2018-11-07,1
70208,2018-11-07,12
76685,2018-11-07,1
59815,2018-11-07,1
17306,2018-11-07,3
4220,2018-11-07,4
68462,2018-11-07,3
4380,2018-11-07,4
1804,2018-11-07,2
75045,2018-11-07,17
1854,2018-11-07,2
16914,2018-11-07,8
69861,2018-11-07,8
10345,2018-11-07,7
12782,2018-11-07,6
11759,2018-11-07,11
49177,2018-11-07,3
36949,2018-11-07,4
43371,2018-11-07,2
69854,2018-11-07,5
2573,2018-11-07,6
37591,2018-11-07,1
4285,2018-11-07,5
75301,2018-11-07,2
24380,2018-11-07,5
12133,2018-11-07,6
36918,2018-11-07,3
14390,2018-11-07,5
36923,2018-11-07,4
36164,2018-11-07,3
3537,2018-11-07,6
70678,2018-11-07,2
38485,2018-11-07,9
75621,2018-11-07,2
75326,2018-11-07,18
69019,2018-11-07,1
37550,2018-11-07,11
69896,2018-11-07,1
35998,2018-11-07,4
36946,2018-11-07,10
22926,2018-11-07,10
69889,2018-11-07,2
75589,2018-11-07,4
39822,2018-11-07,3
13287,2018-11-07,1
50132,2018-11-07,2
36270,2018-11-07,18
36789,2018-11-07,3
5525,2018-11-07,9
48846,2018-11-07,3
10928,2018-11-07,1
51935,2018-11-07,1
4549,2018-11-07,5
21907,2018-11-07,2
76440,2018-11-07,1
45574,2018-11-07,2
16578,2018-11-07,2
4111,2018-11-07,1
35632,2018-11-07,1
36931,2018-11-07,5
1088,2018-11-07,3
12965,2018-11-07,1
64602,2018-11-07,2
4663,2018-11-07,1
26738,2018-11-07,2
12121,2018-11-07,1
45530,2018-11-07,1
71639,2018-11-07,1
70657,2018-11-07,2
76221,2018-11-07,2
71302,2018-11-07,2
3250,2018-11-07,1
5991,2018-11-07,1
4893,2018-11-07,2
14496,2018-11-07,2
9981,2018-11-07,1
38472,2018-11-07,1
12984,2018-11-07,1
14435,2018-11-07,1
16318,2018-11-07,1
76679,2018-11-07,2
7900,2018-11-07,1
36066,2018-11-07,1
11840,2018-11-07,1
6435,2018-11-07,1
42474,2018-11-07,2
4776,2018-11-06,4
35619,2018-11-06,1
14390,2018-11-06,10
66661,2018-11-06,10
70208,2018-11-06,12
11759,2018-11-06,16
3552,2018-11-06,4
50394,2018-11-06,1
51504,2018-11-06,7
33994,2018-11-06,7
10345,2018-11-06,4
16914,2018-11-06,5
45574,2018-11-06,3
3250,2018-11-06,11
47309,2018-11-06,6
4220,2018-11-06,3
24380,2018-11-06,9
69019,2018-11-06,6
38485,2018-11-06,9
43371,2018-11-06,2
48846,2018-11-06,5
3537,2018-11-06,4
53724,2018-11-06,1
36918,2018-11-06,28
69861,2018-11-06,8
12133,2018-11-06,2
1088,2018-11-06,7
69854,2018-11-06,7
36931,2018-11-06,8
68462,2018-11-06,4
44482,2018-11-06,2
4663,2018-11-06,1
36923,2018-11-06,4
75558,2018-11-06,2
69580,2018-11-06,6
76679,2018-11-06,3
38676,2018-11-06,6
50132,2018-11-06,1
75326,2018-11-06,15
12782,2018-11-06,15
4893,2018-11-06,2
4285,2018-11-06,1
697,2018-11-06,5
2583,2018-11-06,3
72970,2018-11-06,1
37606,2018-11-06,8
75589,2018-11-06,2
75045,2018-11-06,10
43531,2018-11-06,1
4549,2018-11-06,2
49177,2018-11-06,2
14435,2018-11-06,6
37132,2018-11-06,1
36789,2018-11-06,3
36461,2018-11-06,1
35998,2018-11-06,3
70213,2018-11-06,2
48299,2018-11-06,5
37550,2018-11-06,3
36946,2018-11-06,4
2573,2018-11-06,3
11944,2018-11-06,1
1804,2018-11-06,2
70657,2018-11-06,1
26738,2018-11-06,3
76221,2018-11-06,2
71639,2018-11-06,4
5991,2018-11-06,2
39822,2018-11-06,1
51935,2018-11-06,1
12121,2018-11-06,1
45530,2018-11-06,1
36270,2018-11-06,3
11840,2018-11-06,1
13287,2018-11-06,1
74538,2018-11-06,1
7571,2018-11-06,1
75621,2018-11-06,1
76891,2018-11-06,1
13170,2018-11-06,3
43685,2018-11-06,1
32584,2018-11-06,1
53005,2018-11-06,1
12062,2018-11-06,1
76440,2018-11-06,2
38710,2018-11-06,1
12965,2018-11-06,2
37256,2018-11-06,1
59815,2018-11-06,1
17323,2018-11-06,1
75589,2018-11-05,6
37550,2018-11-05,9
76685,2018-11-05,3
1804,2018-11-05,3
50394,2018-11-05,1
36931,2018-11-05,9
22926,2018-11-05,2
697,2018-11-05,2
26738,2018-11-05,1
1698,2018-11-05,1
70208,2018-11-05,6
11759,2018-11-05,31
75045,2018-11-05,2
53724,2018-11-05,1
51504,2018-11-05,1
11943,2018-11-05,2
12782,2018-11-05,6
37591,2018-11-05,3
12062,2018-11-05,2
75301,2018-11-05,1
51935,2018-11-05,3
15808,2018-11-05,1
37256,2018-11-05,1
12133,2018-11-05,1
36949,2018-11-05,2
69861,2018-11-05,7
11840,2018-11-05,1
36918,2018-11-05,6
66661,2018-11-05,8
33994,2018-11-05,3
69868,2018-11-05,4
24380,2018-11-05,3
50132,2018-11-05,3
38676,2018-11-05,2
38157,2018-11-05,1
4663,2018-11-05,3
4549,2018-11-05,5
36946,2018-11-05,7
14496,2018-11-05,4
6435,2018-11-05,4
4285,2018-11-05,16
4776,2018-11-05,18
4143,2018-11-05,2
59815,2018-11-05,2
4893,2018-11-05,2
39822,2018-11-05,1
76679,2018-11-05,1
12984,2018-11-05,2
7122,2018-11-05,1
17306,2018-11-05,1
43371,2018-11-05,2
47309,2018-11-05,7
2573,2018-11-05,2
3537,2018-11-05,2
49177,2018-11-05,1
5991,2018-11-05,2
36897,2018-11-05,2
75558,2018-11-05,8
